O+(2D,2P) + CO2 --> O
X = Energy (eV),Y = Cross section (cm2)
5.000000e+02,1.960000e-15
8.500000e+02,2.200000e-15
1.500000e+03,2.210000e-15
2.800000e+03,2.310000e-16
5.000000e+03,2.250000e-15
