O6+ + H(1s) --> O5+(5f) + H+
X = Energy (eV),Y = Cross section (cm2)
8.040000e+03,1.261000e-16
1.008160e+04,1.111000e-16
1.247360e+04,1.025000e-16
1.434400e+04,1.014000e-16
1.683200e+04,1.100000e-16
2.067200e+04,1.324000e-16
2.592000e+04,1.651000e-16
3.019200e+04,1.920000e-16
3.614400e+04,2.107000e-16
4.777600e+04,2.340000e-16
5.680000e+04,2.539000e-16
6.888000e+04,2.987000e-16
8.926400e+04,3.317000e-16
1.286880e+05,3.601000e-16
1.892800e+05,3.604000e-16
2.486400e+05,3.525000e-16
3.180800e+05,3.329000e-16
3.961600e+05,3.001000e-16
5.033600e+05,2.614000e-16
6.526400e+05,2.124000e-16
8.075200e+05,1.766000e-16
1.033120e+06,1.323000e-16
1.253280e+06,9.684000e-17
1.480480e+06,6.768000e-17
1.760000e+06,4.262000e-17
2.136000e+06,2.363000e-17
2.457600e+06,1.421000e-17
2.790400e+06,9.262000e-18
3.124800e+06,5.698000e-18
