X,Y
10.0,7.511E-17
20.0,1.288E-16
40.0,4.044E-16
60.0,1.165E-15
80.0,2.795E-15
100.0,5.64E-15
120.0,9.909E-15
140.0,1.565E-14
160.0,2.276E-14
180.0,3.106E-14
200.0,4.032E-14
220.0,5.028E-14
240.0,6.07E-14
260.0,7.135E-14
280.0,8.202E-14
300.0,9.256E-14
